wojewodztwo;powiat;miasto;kod_pocztowy;ulica;typ_ulica
zachodniopomorskie;M. Szczecin;Szczecin;71-812;Ziemska;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-151;Ziemska;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-301;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-303;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-305;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-302;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-304;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-306;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-307;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-309;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-308;Zientary Malewskiej Marii ;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-310;Zientary Malewskiej Marii ;ul.
dolnoœl¹skie;z¹bkowicki;Ziêbice;57-220;Ziêbice;Poczta
mazowieckie;M. Warszawa;Warszawa;01-461;Ziêbicka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-507;Ziêbicka;ul.
mazowieckie;M. Warszawa;Warszawa;02-808;Ziêby;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;11-041;Ziêby;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-697;Ziêby;ul.
mazowieckie;M. Warszawa;Warszawa;00-138;Zimna;ul.
lubelskie;M. Lublin;Lublin;20-204;Zimna;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-732;Zimna;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-707;Zimna;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-832;Zimna;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-088;Zimna;ul.
pomorskie;M. Gdañsk;Gdañsk;80-625;Zimna ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-606;Zimna ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-172;Zimna Woda;ul.
mazowieckie;M. Warszawa;Warszawa;02-807;Zimorodka;ul.
ma³opolskie;M. Kraków;Kraków;30-210;Zimorodków;ul.
œl¹skie;M. Katowice;Katowice;40-534;Zimorodków;ul.
mazowieckie;M. Warszawa;Warszawa;02-062;Zimorowicza Szymona;ul.
ma³opolskie;M. Kraków;Kraków;31-227;Zimorowicza Szymona;ul.
mazowieckie;M. Warszawa;Warszawa;04-823;Zimowa;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-380;Zimowa;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-652;Zimowa;ul.
lubelskie;M. Lublin;Lublin;20-337;Zimowa;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-303;Zimowa;ul.
œl¹skie;M. Katowice;Katowice;40-318;Zimowa;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zimowa;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-018;Zimowa;ul.
wielkopolskie;M. Poznañ;Poznañ;60-592;Zimowa;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-807;Zimowa;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-605;Zimowit;ul.
ma³opolskie;M. Kraków;Kraków;30-427;Ziobrowskiego Stefana;ul.
mazowieckie;M. Warszawa;Warszawa;03-021;Zio³owa;ul.
lubelskie;M. Lublin;Lublin;20-525;Zio³owa;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-231;Zio³owa;ul.
opolskie;M. Opole;Opole;45-470;Zio³owa;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-789;Zio³owa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-364;Zio³owa;ul.
œl¹skie;M. Katowice;Katowice;40-634;Zio³owa ;ul.
œl¹skie;M. Katowice;Katowice;40-635;Zio³owa ;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-330;Zio³y Karola;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-232;Ziomkowa;ul.
lubelskie;M. Lublin;Lublin;20-834;Zió³kowskiego Wiktora;ul.
wielkopolskie;M. Poznañ;Poznañ;60-653;Zjazd;ul.
pomorskie;M. Gdynia;Gdynia;81-306;Zjazdowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-610;Zjazdowa;ul.
ma³opolskie;M. Kraków;Kraków;31-619;Zjazdu GnieŸnieñskiego;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-109;Zjednoczenia ;Al.
mazowieckie;M. Warszawa;Warszawa;01-829;Zjednoczenia ;Al.
mazowieckie;M. Warszawa;Warszawa;01-830;Zjednoczenia ;Al.
lubuskie;M. Zielona Góra;Zielona Góra;65-120;Zjednoczenia ;Al.
mazowieckie;M. Warszawa;Warszawa;01-838;Zjednoczenia ;Al.
mazowieckie;M. Warszawa;Warszawa;01-801;Zjednoczenia ;Al.
kujawsko-pomorskie;toruñski;Z³awieœ Wielka;87-134;Z³awieœ Wielka;Poczta
opolskie;brzeski;Brzeg;49-305;Z³obizna (wieœ);ul.
mazowieckie;M. Warszawa;Warszawa;01-158;Z³ocienia ;ul.
mazowieckie;M. Warszawa;Warszawa;01-168;Z³ocienia ;ul.
zachodniopomorskie;drawski;Z³ocieniec;78-520;Z³ocieniec;Poczta
zachodniopomorskie;drawski;Z³ocieniec;78-524;Z³ocieniec;Poczta
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-251;Z³ocieniowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-358;Z³ocieniowa;ul.
ma³opolskie;M. Kraków;Kraków;30-898;Z³ocieniowa ;ul.
ma³opolskie;M. Kraków;Kraków;30-798;Z³ocieniowa ;ul.
³ódzkie;sieradzki;Z³oczew;98-270;Z³oczew;Poczta
mazowieckie;M. Warszawa;Warszawa;03-972;Z³oczowska;ul.
ma³opolskie;M. Kraków;Kraków;31-819;Z³oczowska;ul.
ma³opolskie;brzeski;Z³ota;32-859;Z³ota;Poczta
œwiêtokrzyskie;piñczowski;Z³ota;28-425;Z³ota;Poczta
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-698;Z³ota;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-016;Z³ota;ul.
lubelskie;M. Lublin;Lublin;20-112;Z³ota;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-015;Z³ota;ul.
ma³opolskie;M. Kraków;Kraków;30-215;Z³ota;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-102;Z³ota;ul.
opolskie;M. Opole;Opole;45-656;Z³ota;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-045;Z³ota;ul.
wielkopolskie;M. Poznañ;Poznañ;60-592;Z³ota;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-128;Z³ota;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-754;Z³ota;ul.
pomorskie;M. Gdynia;Gdynia;81-154;Z³ota;ul.
³ódzkie;M. £ódŸ;£ódŸ;90-023;Z³ota;ul.
mazowieckie;M. Warszawa;Warszawa;00-019;Z³ota ;ul.
œl¹skie;M. Katowice;Katowice;40-102;Z³ota ;ul.
mazowieckie;M. Warszawa;Warszawa;00-120;Z³ota ;ul.
œl¹skie;M. Katowice;Katowice;40-103;Z³ota ;ul.
œl¹skie;M. Katowice;Katowice;40-106;Z³ota ;ul.
mazowieckie;M. Warszawa;Warszawa;00-821;Z³ota ;ul.
mazowieckie;M. Warszawa;Warszawa;00-819;Z³ota ;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Z³ote £any;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-885;Z³otego Deszczu;ul.
mazowieckie;M. Warszawa;Warszawa;02-202;Z³otego Smoka;ul.
ma³opolskie;M. Kraków;Kraków;31-615;Z³otego Wieku ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-616;Z³otego Wieku ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-617;Z³otego Wieku ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-618;Z³otego Wieku ;Osiedle
mazowieckie;M. Warszawa;Warszawa;04-965;Z³otej Jesieni;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-774;Z³otej Jesieni;ul.
ma³opolskie;M. Kraków;Kraków;31-826;Z³otej Jesieni ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-827;Z³otej Jesieni ;Osiedle
ma³opolskie;M. Kraków;Kraków;31-828;Z³otej Jesieni ;Osiedle
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-378;Z³otej Lilii;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-012;Z³otej Rybki;ul.
mazowieckie;M. Warszawa;Warszawa;03-984;Z³otej Wilgi;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-029;Z³otnicka;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-804;Z³otnicza ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-836;Z³otnicza ;ul.
kujawsko-pomorskie;inowroc³awski;Z³otniki Kujawskie;88-180;Z³otniki Kujawskie;Poczta
pomorskie;M. Gdañsk;Gdañsk;80-834;Z³otników;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-221;Z³otno ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-315;Z³otno ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-411;Z³otno ;ul.
mazowieckie;piaseczyñski;Z³otok³os;05-504;Z³otok³os;Poczta
mazowieckie;M. Warszawa;Warszawa;03-567;Z³otopolska;ul.
dolnoœl¹skie;z³otoryjski;Z³otoryja;59-500;Z³otoryja;Poczta
dolnoœl¹skie;z³otoryjski;Z³otoryja;59-501;Z³otoryja;Poczta
dolnoœl¹skie;z³otoryjski;Z³otoryja;59-500;Z³otoryja;Poczta
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-614;Z³otoryjska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-511;Z³otostocka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-127;Z³otowska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-793;Z³otowska;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-808;Z³otowska;ul.
wielkopolskie;z³otowski;Z³otów;77-400;Z³otów;Poczta
mazowieckie;M. Warszawa;Warszawa;02-853;Z³oty Róg;ul.
ma³opolskie;M. Kraków;Kraków;30-095;Z³oty Róg;ul.
dolnoœl¹skie;z¹bkowicki;Z³oty Stok;57-250;Z³oty Stok;Poczta
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Z³otych K³osów;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-817;Z³otych K³osów;ul.
wielkopolskie;M. Poznañ;Poznañ;61-501;Zmartwychwstañców;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-231;Zmienna;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-719;Zmienna;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-539;Zmorskiego Romana;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zmo¿ka;ul.
mazowieckie;M. Warszawa;Warszawa;03-289;Zmyœlona;ul.
mazowieckie;M. Warszawa;Warszawa;01-100;Znana;ul.
mazowieckie;M. Warszawa;Warszawa;03-980;Znanieckiego Floriana;ul.
wielkopolskie;M. Poznañ;Poznañ;60-682;Znanieckiego Floriana;ul.
mazowieckie;M. Warszawa;Warszawa;04-121;Znicza;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-435;Znojkiewiczowej Emilii;ul.
wielkopolskie;M. Poznañ;Poznañ;61-244;Zodiak;Osiedle
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-712;Zodiakalna;ul.
wielkopolskie;M. Poznañ;Poznañ;61-244;Zodiakowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-838;Zofii;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-330;Zofiówka;ul.
mazowieckie;M. Warszawa;Warszawa;00-627;Zoli Emila;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-409;Zoli Emila;ul.
ma³opolskie;M. Kraków;Kraków;30-898;Zolla Fryderyka;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-791;Zoologiczna;ul.
lubelskie;M. Lublin;Lublin;20-381;Zorza;ul.
wielkopolskie;M. Poznañ;Poznañ;60-369;Zorza;ul.
mazowieckie;M. Warszawa;Warszawa;04-639;Zorzy;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-586;Zorzy;ul.
pomorskie;M. Gdynia;Gdynia;81-601;Zorzy;ul.
³ódzkie;M. £ódŸ;£ódŸ;92-013;Zrêbowa;ul.
mazowieckie;M. Warszawa;Warszawa;03-104;Zrêby;ul.
podkarpackie;kroœnieñski;Zrêcin;38-457;Zrêcin;Poczta
ma³opolskie;nowotarski;Zubrzyca Górna;34-484;Zubrzyca Górna;Poczta
opolskie;g³ubczycki;Zubrzyce;48-145;Zubrzyce;Poczta
œl¹skie;M. Siemianowice Œl¹skie;Siemianowice Œl¹skie;41-106;Zubrzyckiego Franciszka;ul.
œl¹skie;M. Œwiêtoch³owice;Œwiêtoch³owice;41-605;Zubrzyckiego Franciszka;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-437;Zubrzyckiego Franciszka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-241;Zuchowa;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-506;Zuchów;ul.
lubelskie;M. Lublin;Lublin;20-047;Zuchów;ul.
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-303;Zuchów;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zuchów;ul.
pomorskie;M. Gdañsk;Gdañsk;80-737;Zuchów;ul.
mazowieckie;M. Warszawa;Warszawa;01-806;Zuga Bogumi³a ;ul.
mazowieckie;M. Warszawa;Warszawa;01-811;Zuga Bogumi³a ;ul.
mazowieckie;ostrowski;Zuzela;07-321;Zuzela;Poczta
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zwady;ul.
œl¹skie;¿ywiecki;Zwardoñ;34-373;Zwardoñ;Poczta
œl¹skie;¿ywiecki;Zwardoñ;34-373;Zwardoñ;Poczta
mazowieckie;M. Warszawa;Warszawa;02-907;Zwardoñska;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-303;Zwiadowców;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-207;Zwiadowców;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-230;Zwiadowcza;ul.
mazowieckie;M. Warszawa;Warszawa;04-522;Zwi¹zkowa;ul.
lubelskie;M. Lublin;Lublin;20-148;Zwi¹zkowa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-057;Zwi¹zkowa;ul.
lubuskie;strzelecko-drezdenecki;Zwierzyn;66-542;Zwierzyn;Poczta
lubelskie;zamojski;Zwierzyniec;22-470;Zwierzyniec;Poczta
mazowieckie;M. Warszawa;Warszawa;00-719;Zwierzyniecka;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-421;Zwierzyniecka;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-205;Zwierzyniecka;ul.
opolskie;M. Opole;Opole;45-019;Zwierzyniecka;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-794;Zwierzyniecka;ul.
pomorskie;M. Gdynia;Gdynia;81-094;Zwierzyniecka;ul.
wielkopolskie;M. Poznañ;Poznañ;60-813;Zwierzyniecka ;ul.
ma³opolskie;M. Kraków;Kraków;31-103;Zwierzyniecka ;ul.
ma³opolskie;M. Kraków;Kraków;31-102;Zwierzyniecka ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-312;Zwierzyniecka ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-333;Zwierzyniecka ;ul.
wielkopolskie;M. Poznañ;Poznañ;60-814;Zwierzyniecka ;ul.
ma³opolskie;M. Kraków;Kraków;31-105;Zwierzyniecka ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-246;Zwierzyniecka ;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-247;Zwierzyniecka ;ul.
mazowieckie;zwoleñski;Zwoleñ;26-700;Zwoleñ;Poczta
mazowieckie;M. Warszawa;Warszawa;04-761;Zwoleñska;ul.
wielkopolskie;M. Poznañ;Poznañ;61-335;Zwoleñska;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-112;Zwoliñskiego Tytusa;ul.
œl¹skie;M. Katowice;Katowice;40-609;Zwrotna;ul.
mazowieckie;M. Warszawa;Warszawa;01-219;Zwrotnicza;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-130;Zwrotnicza;ul.
wielkopolskie;M. Poznañ;Poznañ;61-482;Zwrotnicza;ul.
lubelskie;M. Lublin;Lublin;20-555;Zwyciêska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-033;Zwyciêska;ul.
œl¹skie;M. Sosnowiec;Sosnowiec;41-200;Zwyciêstwa;Al.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zwyciêstwa;Plac
zachodniopomorskie;M. Szczecin;Szczecin;70-233;Zwyciêstwa;Plac
zachodniopomorskie;M. Koszalin;Koszalin;75-615;Zwyciêstwa;Plac
podlaskie;M. Bia³ystok;Bia³ystok;15-703;Zwyciêstwa;ul.
ma³opolskie;M. Kraków;Kraków;31-563;Zwyciêstwa;ul.
œl¹skie;M. Siemianowice Œl¹skie;Siemianowice Œl¹skie;41-103;Zwyciêstwa;ul.
œl¹skie;bêdziñski;Bêdzin;42-500;Zwyciêstwa;ul.
³ódzkie;M. £ódŸ;£ódŸ;90-312;Zwyciêstwa ;Plac
wielkopolskie;M. Poznañ;Poznañ;61-643;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-029;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-031;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-644;Zwyciêstwa ;Osiedle
wielkopolskie;M. Poznañ;Poznañ;61-645;Zwyciêstwa ;Osiedle
wielkopolskie;M. Poznañ;Poznañ;61-646;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-028;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-647;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-027;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-648;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-033;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-649;Zwyciêstwa ;Osiedle
wielkopolskie;M. Poznañ;Poznañ;61-650;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-035;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-025;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-651;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-023;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-402;Zwyciêstwa ;Al.
wielkopolskie;M. Poznañ;Poznañ;61-652;Zwyciêstwa ;Osiedle
zachodniopomorskie;M. Koszalin;Koszalin;75-022;Zwyciêstwa ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-219;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-037;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-021;Zwyciêstwa ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-210;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-038;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-020;Zwyciêstwa ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-207;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-039;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-041;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-006;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-042;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-008;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-416;Zwyciêstwa ;Al.
pomorskie;M. Gdynia;Gdynia;81-451;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-005;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-468;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-001;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-600;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-011;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-601;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-616;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-602;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-614;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-603;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-464;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-604;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-613;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-605;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-612;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-608;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-611;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-661;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-609;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-663;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-659;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-657;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-521;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-665;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-655;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-540;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-668;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-653;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-641;Zwyciêstwa ;ul.
opolskie;M. Opole;Opole;45-854;Zwyciêstwa ;ul.
opolskie;M. Opole;Opole;45-855;Zwyciêstwa ;ul.
pomorskie;M. Gdynia;Gdynia;81-525;Zwyciêstwa ;Al.
zachodniopomorskie;M. Koszalin;Koszalin;75-671;Zwyciêstwa ;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-672;Zwyciêstwa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-653;Zwyciêstwa ;Osiedle
³ódzkie;M. £ódŸ;£ódŸ;90-047;Zwyciêstwa ;Plac
pomorskie;M. Gdañsk;Gdañsk;80-202;Zwyciêstwa ;Al.
mazowieckie;M. Warszawa;Warszawa;03-941;Zwyciêzców ;ul.
mazowieckie;M. Warszawa;Warszawa;03-936;Zwyciêzców ;ul.
mazowieckie;M. Warszawa;Warszawa;03-929;Zwyciêzców ;ul.
mazowieckie;M. Warszawa;Warszawa;03-938;Zwyciêzców ;ul.
mazowieckie;M. Warszawa;Warszawa;03-937;Zwyciêzców ;ul.
ma³opolskie;M. Kraków;Kraków;31-029;Zyblikiewicza Miko³aja;ul.
wielkopolskie;M. Poznañ;Poznañ;61-418;Zygalskiego Henryka;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-331;Zygmunta ;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-341;Zygmunta ;ul.
lubelskie;M. Lublin;Lublin;20-283;Zygmunta Augusta;ul.
ma³opolskie;M. Kraków;Kraków;31-504;Zygmunta Augusta;ul.
pomorskie;M. Gdañsk;Gdañsk;80-418;Zygmunta Augusta;ul.
pomorskie;M. Gdynia;Gdynia;81-359;Zygmunta Augusta;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-082;Zygmunta Augusta;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-629;Zygmunta I Starego;ul.
mazowieckie;M. Warszawa;Warszawa;04-494;Zygmunta III;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Zygmunta III Wazy;ul.
wielkopolskie;M. Poznañ;Poznañ;60-684;Zygmunta Starego;Osiedle
ma³opolskie;M. Kraków;Kraków;30-198;Zygmunta Starego;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-504;Zygmunta Starego;ul.
mazowieckie;M. Warszawa;Warszawa;03-603;Zygmuntowska;ul.
ma³opolskie;M. Kraków;Kraków;31-314;Zygmuntowska;ul.
pomorskie;M. Gdynia;Gdynia;81-371;Zygmuntowska;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-520;Zygmuntowska ;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-030;Zygmuntowska ;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-025;Zygmuntowska ;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-516;Zygmuntowska ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-301;Zyndrama Miko³aja;ul.
mazowieckie;M. Warszawa;Warszawa;03-030;Zyndrama z Maszkowic;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-133;Zyndrama z Maszkowic;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-202;Zyndrama z Maszkowic;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-024;Zyndrama z Maszkowic;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-046;Zyty;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-337;dzieb³y Dominika;ul.
opolskie;opolski;linice;46-061;linice;Poczta
œwiêtokrzyskie;M. Kielce;Kielce;25-829;ra³ka Antoniego;ul.
mazowieckie;M. Warszawa;Warszawa;04-776;ródlana;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-557;ródlana;ul.
lubelskie;M. Lublin;Lublin;20-368;ródlana;ul.
ma³opolskie;M. Kraków;Kraków;30-734;ródlana;ul.
œl¹skie;M. Katowice;Katowice;40-104;ródlana;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-043;ródlana;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-052;ródlana;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-106;ródlana ;ul.
